,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity,incentives
11,Alcoolquímica,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
12,Alcoolvale,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
13,Alta Floresta (Alto Alegre),335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
14,Alta Mogiana,1159856580.2290487,47285065.91371158,36620703.046147905,109843131521.65652,83277238890.62173,329198.80442094745,0.0,329198.80442094745,368103.96191898244,0.0,0.0,0.0,2236520.022893493,1800479.977106507,275091.96281589963,292600.0,285894.13419937127,285894.13419937127,0.0,48811.1936437951,78097.90983007215,221152381980.64578,221152381980.64578,0.0,5500000,0
15,Alta Paulista (Usalpa),335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
16,Alta Paulista II,325398872.0,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,121646056.32,2000000,0
17,Alto Alegre - Florestópolis,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
18,Alto Alegre - Unidade Junqueira,671878346.8742664,0.0,0.0,109843131521.65652,83277238890.62173,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,775136529.4434745,4000000,0
19,Alto Alegre - Unidade Santo Inácio,659347333.83904,0.0,0.0,109843131521.65652,83277238890.62173,273251.11248000007,273251.11248000007,0.0,0.0,0.0,0.0,0.0,1174399.9999999993,1761600.0000000007,144451.1999999999,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,458990479.9482622,4000000,0
20,Alto Taquari,650797744.0,0.0,0.0,109843131521.65652,83277238890.62173,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,243292112.64,4000000,0
21,Alvorada,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
22,Americana,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
23,Andrade,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
24,Angélica,671878346.8742664,0.0,0.0,109843131521.65652,83277238890.62173,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,775136529.4434745,4000000,0
25,Anicuns,488098308.0,0.0,0.0,109843131521.65652,83277238890.62173,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,182469084.48000002,3000000,0
26,Aroeira,167969586.71856663,0.0,0.0,109843131521.65652,83277238890.62173,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,193784132.3608686,1000000,0
27,Atena Tecnologias - Fazendo Bartira,167969586.71856663,0.0,0.0,109843131521.65652,83277238890.62173,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,193784132.3608686,1000000,0
28,Avaré,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
29,Bahia Etanol,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
30,Baldin Bioenergia,329673666.91952,0.0,0.0,109843131521.65652,83277238890.62173,136625.55624000003,136625.55624000015,0.0,0.0,-5.439114466259353e-11,0.0,0.0,587199.9999999997,880800.0000000003,72225.59999999996,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,229495239.97413135,2000000,0
31,Bambuí,325398872.0,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,180563.99999999796,0.0,0.0,2.0372681319713593e-09,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,121646056.32,2000000,0
32,Bandeirantes,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
33,Barra Grande,839847933.592833,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,133023.3086849029,0.0,0.0,47540.691315097094,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,968920661.8043432,5000000,0
34,Barralcool,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
35,Batatais,671878346.8742664,0.0,0.0,109843131521.65652,83277238890.62173,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,775136529.4434745,4000000,0
36,Batatais - Unidade Lins,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
37,Bazan,659347333.83904,0.0,0.0,109843131521.65652,83277238890.62173,273251.11248000007,0.0,0.0,0.0,273251.11248000007,0.0,0.0,1174399.9999999993,1761600.0000000007,144451.1999999999,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,458990479.9482622,4000000,0
38,Bela Vista,671878346.8742664,0.0,0.0,109843131521.65652,83277238890.62173,144451.2,104147.97430804622,0.0,0.0,40303.22569195379,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,775136529.4434745,4000000,0
39,Bevap,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
40,Bioenergia,325398872.0,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,121646056.32,2000000,0
41,Bioflex Agroindustrial,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
42,Biopav(Revati),650797744.0,0.0,0.0,109843131521.65652,83277238890.62173,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,243292112.64,4000000,0
43,BIOSEV - Unidade Ares,378408002.83032805,14640279.465839088,2602154.4221844613,109843131521.65652,83277238890.62173,136625.55624000003,0.0,136625.55624000003,0.0,0.0,0.0,0.0,587199.9999999997,880800.0000000003,72225.59999999996,106400.0,56016.478058400025,56016.478058400025,0.0,9563.788936800005,15302.062298880008,221152381980.64578,221152381980.64578,82662714.55190825,2000000,0
44,BIOSEV - UNIDADE COLOMBIA,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
45,Biosev - Unidade Lagoa da Prata,503908760.15570104,0.0,1.0663359189401217e-07,109843131521.65652,83277238890.62173,108338.4000000007,108338.39999999876,1.9528840718615643e-09,1.6854229280173943e-09,0.0,0.0,0.0,2171776.1157228476,30223.884277152363,267128.4622339102,159600.0,1.4917058699503731e-09,1.4917058699503731e-09,0.0,2.5468148999152715e-10,4.0749038398644336e-10,221152381980.64578,221152381980.64578,581352397.0826006,3000000,0
46,BIOSEV - Unidade Leme,329673666.91952,0.0,0.0,109843131521.65652,83277238890.62173,136625.55624000003,15786.919272640342,0.0,0.0,120838.6369673597,0.0,0.0,587199.9999999997,880800.0000000003,72225.59999999996,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,229495239.9741311,2000000,0
47,BIOSEV - Unidade MB,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
48,BIOSEV - Unidade Passa Tempo,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
49,BIOSEV - Unidade Pedras de Fogo,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
50,BIOSEV - Unidade Rio Brilhante,839847933.592833,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,968920661.804343,5000000,0
51,BIOSEV - Unidade Santa Elisa,1284932053.1904762,60314947.975699276,45293975.738321714,109843131521.65652,83277238890.62173,198620.4,0.0,198620.4,813713.0068919538,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,415056.69682570104,415056.69682570104,0.0,70863.33848243677,113381.34157189881,221152381980.64578,221152381980.64578,0.0,5500000,0
52,BIOSEV - Unidade Vale do Rosário,906602584.0286801,0.0,0.0,109843131521.65652,83277238890.62173,375720.27966,7616.317741017381,0.0,0.0,368103.9619189826,0.0,0.0,1614800.0000000002,2422200.0,198620.4,292600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,631111909.9288609,5500000,0
53,Boa Vista,813497180.0,0.0,0.0,109843131521.65652,83277238890.62173,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,304115140.8000002,5000000,0
54,Bom Jesus,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
55,Bom Sucesso,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
56,Branco Peres,167969586.71856663,0.0,0.0,109843131521.65652,83277238890.62173,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,193784132.3608686,1000000,0
57,BRENCO - Usina Morro Vermelho,650797744.0,0.0,0.0,109843131521.65652,83277238890.62173,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,243292112.64,4000000,0
58,Buriti - Sorriso,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
59,Buriti - Buritizal,488098308.0,0.0,0.0,109843131521.65652,83277238890.62173,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,182469084.48000002,3000000,0
60,Cabrera Energética,325398872.0,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,121646056.32,2000000,0
61,Cachoeira - Tupaciguara,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
62,Caçú,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
63,Caeté,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
64,Caeté - Unidade Paulicéia,813497180.0,0.0,0.0,109843131521.65652,83277238890.62173,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,304115140.8000002,5000000,0
65,Cafealcool,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
66,Camaragibe,164836833.45976004,0.0,0.0,109843131521.65652,83277238890.62173,68312.77812000002,68312.77812000002,0.0,0.0,0.0,0.0,0.0,293600.0,440400.0,36112.8,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,114747619.98706558,1000000,0
67,Cambuí,325398872.0,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,121646056.32,2000000,0
68,Campo Lindo,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
69,Canabrava 1,325398872.0,0.0,0.0,109843131521.65652,83277238890.62173,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,121646056.32,2000000,0
70,Carolo (N.Sra. Aparecida - BC Pontal),494510500.37928,0.0,0.0,109843131521.65652,83277238890.62173,204938.33435999998,0.0,0.0,0.0,204938.33435999998,0.0,0.0,880800.0000000002,1321199.9999999998,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,344242859.9611968,3000000,0
71,CBB - CIA Bioenergética,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
72,Ceara-Mirim,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
73,Cenasa,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
74,Central Leão Utinga,167969586.71856663,0.0,0.0,109843131521.65652,83277238890.62173,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,193784132.3608686,1000000,0
75,Central Morrinhos,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
76,Central Olho D'Água,329673666.91952,0.0,0.0,109843131521.65652,83277238890.62173,136625.55624000003,136625.55624000003,0.0,0.0,0.0,0.0,0.0,587199.9999999997,880800.0000000003,72225.59999999996,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,229495239.97413123,2000000,0
77,Centro Oeste Iguatemi,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
78,Cerradão,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
79,Cevasa,503908760.1556998,0.0,0.0,109843131521.65652,83277238890.62173,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,581352397.0826058,3000000,0
80,Cia. Energética Vale do São Simão,335939173.4371332,0.0,0.0,109843131521.65652,83277238890.62173,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,387568264.72173727,2000000,0
81,Citrosuco,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
82,Clealco - Unidade Queiroz,923832726.9521163,0.0,0.0,109843131521.65652,83277238890.62173,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,1065812727.9847772,5500000,0
83,Coaf - Cruangi,162699436.0,0.0,0.0,109843131521.65652,83277238890.62173,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,60823028.16,1000000,0
84,Coagro,167969586.71856663,0.0,0.0,109843131521.65652,83277238890.62173,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,193784132.3608686,1000000,0
85,Cocal,659347333.83904,0.0,0.0,109843131521.65652,83277238890.62173,273251.11248000007,273251.11248000007,0.0,0.0,0.0,0.0,0.0,1174399.9999999993,1761600.0000000007,144451.1999999999,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,458990479.9482622,4000000,0
86,Cocal - Unidade Narandiba,671878346.8742664,0.0,0.0,109843131521.65652,83277238890.62173,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,775136529.4434745,4000000,0
87,COFCO BRASIL S.A. - Catanduva,824184167.2988001,0.0,0.0,109843131521.65652,83277238890.62173,341563.8906,341563.8906,0.0,0.0,0.0,0.0,0.0,1468000.0000000012,2201999.999999999,180564.00000000012,266000.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,573738099.9353284,5000000,0
88,COFCO BRASIL S.A. - Meridiano,671878346.8742664,0.0,0.0,109843131521.65652,83277238890.62173,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,775136529.4434745,4000000,0
89,COFCO BRASIL S.A. - Potirendaba,659347333.83904,0.0,0.0,109843131521.65652,83277238890.62173,273251.11248000007,273251.11248000007,0.0,0.0,0.0,0.0,0.0,1174399.9999999993,1761600.0000000007,144451.1999999999,212800.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,458990479.9482622,4000000,0
90,COFCO BRASIL S.A. - Sebastianópolis do Sul,824184167.2988001,0.0,0.0,109843131521.65652,83277238890.62173,341563.8906,341563.8906,0.0,0.0,0.0,0.0,0.0,1468000.0000000012,2201999.999999999,180564.00000000012,266000.0,0.0,0.0,0.0,0.0,0.0,221152381980.64578,221152381980.64578,573738099.9353284,5000000,0
